category,titles,date,descriptions,urls
business,"Policybazaar's ₹677-cr shares change hands, Tencent likely seller","Tuesday, 28 May, 2024","Shares worth ₹677 crore of Policybazaar-parent PB Fintech exchanged hands on Tuesday at an average price of ₹1,228/share. While the shares' sellers and buyers weren't immediately known, CNBC-TV18 reported that Tencent Cloud Europe was looking to offload a 1.2% stake in the insurance startup. Tencent Cloud Europe held a 6.26% stake in PB Fintech as of March 2024.",https://www.moneycontrol.com/news/business/markets/pb-fintech-sees-rs-677-cr-block-deal-after-tencent-cloud-europe-sells-stake-12733905.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
business,Stock market may fall 10-20% in a day if BJP gets less than 250 seats: Ruchir,"Tuesday, 28 May, 2024","Investor and Rockefeller International Chairman Ruchir Sharma told India Today, ""If the BJP gets less than 250 seats in the Lok Sabha elections, there will be a big knee-jerk negative reaction in the stock markets."" He added, ""If that black swan scenario kind of thing happens, the market will be down 10-20% in a day...in a flash.""",https://www.hindustantimes.com/business/stock-market-may-fall-15-20-if-bjp-gets-less-than-250-seats-ruchir-sharma-predicts-101716866025314-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
business,"South Korea, UAE discuss enhancing bilateral economic ties","Tuesday, 28 May, 2024","The Korea-UAE Business Investment Forum, held in Seoul during the state visit of UAE President Mohamed bin Zayed Al Nahyan, brought together around 200 government officials and business leaders, including South Korean Trade Minister Cheong In-kyo and UAE Minister of State for Foreign Trade Thani bin Ahmed Al Zeyoudi, according to the Korea Chamber of Commerce and Industry (KCCI).",https://investmentguruindia.com/newsdetail/south-korea-uae-discuss-enhancing-bilateral-economic-ties322529?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,Ex-Porsche engineer Manfred Harrer joins Hyundai in top role,"Tuesday, 28 May, 2024","Hyundai hired Manfred Harrer, ex-Porsche engineer, who developed Taycan to boost EV performance. Harrer's new unit operates under the Research and Development division of Hyundai Motor and Kia, two key affiliates of the automotive group. Harrer reports to Yang Heui-won, president of the Hyundai-Kia R&D Division.",https://investmentguruindia.com/newsdetail/ex-porsche-engineer-manfred-harrer-joins-hyundai-in-top-role164156?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,RBI penalizes ICICI and YES Bank for regulatory breaches,"Tuesday, 28 May, 2024","RBI imposed fines on ICICI Bank (₹1 crore) and YES Bank (₹91 lakh) for regulatory breaches. ICICI loaned entities without due diligence, while YES Bank charged fees for low-balance accounts and operated unauthorized internal accounts. Penalties stemmed from regulatory non-compliance, not customer dealings.",https://newskarnataka.com/business-economy/rbi-penalizes-icici-yes-bank-for-regulatory-breaches/28052024/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,"LIC Q4 net profit ₹13,763 crore, dividend ₹6/share declared","Tuesday, 28 May, 2024","Life Insurance Corporation of India (LIC) on Monday reported a 2.5 per cent increase in net profit at ₹13,763 crore for the January-March quarter of the financial year 2023-24 compared to the corresponding figure of ₹13,421 crore in the same period last year.The country's largest announced an interim dividend of ₹6 per share.",https://investmentguruindia.com/newsdetail/lic-q4-net-profit-at-rs-13-763-crore-declares-dividend-of-rs-6-per-share148902?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,Goldman Sachs ups India's GDP growth forecast,"Tuesday, 28 May, 2024","Goldman Sachs revised India's GDP growth forecast to 6.7%, citing continued government investments in major infrastructure projects and significant dividends from the RBI. In India, growth remains strong. Core inflation is expected to bottom out in April-June and range from 4.0-4.5% in July-December, said the financial company.",https://investmentguruindia.com/newsdetail/goldman-sachs-ups-india-s-gdp-growth-forecast569275?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,What is T+1 trading settlement that US returned to after 100 yrs?,"Tuesday, 28 May, 2024","The T+1 settlement system refers to a system where the users receive shares and sellers receive funds one day after the transaction. T+0 settlement on the other hand lets the trade be settled on the day of the transaction itself. US is resuming T+1 settlement after around 100 years from Tuesday. Notably, India adopted the T+0 settlement this year.",https://www.moneycontrol.com/news/world/wall-street-returns-to-t1-stock-trading-after-a-century-12733859.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
business,How do shares remain unclaimed and how can investors claim them?,"Tuesday, 28 May, 2024","Shares worth over ₹25,000 crore remain unclaimed, as per government data. Shares may remain unclaimed due to out-of-date owner contact information, change in address, inoperative accounts, death of owners or owners still holding physical share certificates. Multiple companies help investors claim their investments through investment identification, document verification and claim processing.",https://www.moneycontrol.com/news/business/personal-finance/shares-worth-rs-25000-crore-lie-unclaimed-heres-how-you-can-reclaim-your-lost-investments-12731218.html/amp?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
business,US stock market returns to T+1 settlement after around 100 years,"Tuesday, 28 May, 2024","US stock market is resuming T+1 trading settlement system from Tuesday. This comes around 100 years after it had stopped the system due to massive volume of trades and financial crisis. T+1 settlement is set to make trading shares in the Wall Street faster. Notably, India adopted T+1 settlement last year, and further upgraded to T+0 settlement this year.",https://www.hindustantimes.com/business/us-markets-shift-wall-street-returns-to-t-1-stock-trading-after-a-century-101716864725162-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
business,Fintech leaders hail PM Narendra Modi on India leading in UPI,"Tuesday, 28 May, 2024","Fintech leaders on Monday hailed Prime Minister Narendra Modi on India leading in Unified Payments Interface (UPI), saying that the country's fintech landscape is now a hotbed for innovation, reflecting the nation's fearless spirit. India is home to more than 10,000 fintech companies working in diverse sectors and segments.",https://investmentguruindia.com/newsdetail/fintech-leaders-hail-pm-narendra-modi-on-india-leading-in-upi185274?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,India's global fintech lead credited to UPI: PM Modi,"Tuesday, 28 May, 2024","Driven by digital public infrastructure (DPI) models like unified payments interface (UPI), the country is now leading the global fintech ecosystem and several countries are ready to embrace the 'India Stack' solutions to empower the masses, Prime Minister Narendra Modi told IANS on Monday.",https://investmentguruindia.com/newsdetail/india-leading-global-fintech-ecosystem-thanks-to-upi-pm-narendra-modi114131?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,Awfis Space Solutions IPO subscribed over 100 times on last day,"Tuesday, 28 May, 2024","On the last day of bidding for the Awfis Space Solutions IPO, the issue was subscribed 108.56 times the amount available. Retail investors subscribed the issue 54.58 times, institutional investors subscribed 116.95 times, non-institutional buyers (NII) subscribed 129.81 times, and employee reserved category subscribed 25.20 times.",https://www.ndtvprofit.com/ipos/awfis-space-ipo-allotment-how-to-check-allotment-status-listing-date-more?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,Dollar ebbs as markets await key global inflation reports,"Tuesday, 28 May, 2024","Currency moves were largely subdued in early Asia hours after a quiet overnight session due to holidays in Britain and the United States, but the overall mood was positive with world shares firming. In cryptocurrencies, bitcoin eased 0.47% to $69,255, while ether fell 0.2% to $3,882.20.",https://investmentguruindia.com/newsdetail/dollar-ebbs-as-markets-await-key-global-inflation-reports799477?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,"Oil prices steady as investors await inflation data, OPEC+ meeting","Tuesday, 28 May, 2024",Oil prices were steady in early Asian trading on Tuesday as investors awaited inflation data to assess future US monetary policy and the production policy decisions from the OPEC+ meeting on June 2. The Brent crude July contract dropped 3 cents to $83.07 a barrel by 0038 GMT. The more-active August contract slipped 4 cents to $82.85.,https://investmentguruindia.com/newsdetail/oil-prices-steady-as-investors-await-inflation-data-opec-meeting483277?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,Why Ashok Leyland is upbeat on commercial vehicle sales in FY25,"Tuesday, 28 May, 2024","Ashok Leyland Ltd. is buoyant on domestic sales in the LCV, medium and heavy commercial vehicle segments in fiscal 2025 and sees further growth in its electric bus offerings as the government ramps up tenders, according to senior company executives. The company is also gearing up for international launch of an electric bus model to cater to UK, European buses.",https://www.ndtvprofit.com/business/why-ashok-leyland-is-upbeat-on-commercial-vehicle-sales-in-fy25?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,Average bonus for Infosys employees reduced to 60%,"Tuesday, 28 May, 2024","Infosys has announced a quarterly performance bonus of 60% for employees in band six and below for January-March 2024, down from 73% in the previous quarter. Bonuses will range between 55% to 85%, with some employees receiving individual payouts in May. Additionally, Infosys is a top contender for building new central KYC repository for Govt: CKYCRR 2.0.",https://trak.in/stories/average-bonus-of-infosys-employees-reduced-to-60-for-last-quarter/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,PNB will close your account if no transaction done in 3 years,"Tuesday, 28 May, 2024","Customers of Punjab National Bank (PNB) will have their accounts closed if no transactions or balances are recorded for three years, effective after one month, to prevent misuse. Exceptions include linked Demat, minor, and certain statutory accounts. ICICI Bank has enabled overseas customers to make UPI payments in India using international mobile numbers.",https://trak.in/stories/pnb-will-close-these-bank-accounts-check-latest-rules-from-pnb-for-account-holders/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,"Boring resumes can get job seekers hired: Google, Apple's ex-recruiter","Monday, 27 May, 2024","HR consultant Stefanie Fackrell, who has looked at thousands of resumes for recruiting at companies like Google, Apple and Nvidia, advised job seekers to make their resumes ""boring"". ""No colours, no charts, no graphs, no pictures,"" said Stefanie on creating an ideal resume. ""By creating colourful resumes, you're just being a little gimmicky,"" Stefanie Fackrell told CNBC Make It.",https://www.news18.com/amp/viral/ex-google-hiring-expert-says-make-your-resume-boring-to-crack-the-interview-8905257.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
business,"Suzlon Energy CFO projects ₹20,000 cr revenue potential by 2026","Monday, 27 May, 2024","Suzlon Energy Ltd.'s 3.3-gigawatt order book has the potential to generate ₹19,986 crore in revenue over the next two years, according to Chief Financial Officer Himanshu Mody. On average, the company's revenue recognition per megawatt amounts to ₹6 crore, Mody told NDTV Profit in a television interview.",https://www.ndtvprofit.com/business/suzlon-energy-cfo-sees-nearly-rs-20000-crore-revenue-potential-in-next-two-years?src=p1&utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,FIIs stood as net sellers in equities as per May 27 data: NSDL,"Monday, 27 May, 2024","The FIIs as per Monday's data were net sellers in equity segment, while they were net buyers in debt segment, according to data released by the NSDL. In equity segment, the gross buying was of  ₹11235.38 crore against gross selling of ₹12172.46 crore. Thus, FIIs stood as net sellers of ₹937.08 crore in equities.",https://investmentguruindia.com/newsdetail/fiis-stood-as-net-sellers-in-equities-as-per-may-27-data-nsdl953203?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,Pudumjee Paper Products net profits increased by 224% YoY,"Monday, 27 May, 2024","Shares of Pudumjee Paper Products Ltd, a leading supplier in the paper industry, rose by 15% to ₹105 on Monday after the company announced Q4 FY23-24 and FY24 results, with net profits up 224% in Q4FY24 and 65.2% yearly. Revenues also increased by 12.36% in Q4FY24 and 3.46% yearly. Shares gained 109% in the last 6 months.",https://tradebrains.in/features/paper-stock-jumps-15-after-companys-net-profits-increased-by-224-yoy/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,"If BJP loses elections, markets may test pre-NDA levels: UBS","Monday, 27 May, 2024","Global brokerage firm UBS said if BJP loses power by failing to win the ongoing Lok Sabha elections, market valuations may fall to pre-NDA levels last seen in 2014. If BJP retains single-party majority, markets will likely remain positive, UBS added. In case BJP forms government with NDA, markets may be slightly less confident, it added.",https://www.hindustantimes.com/business/ubs-warning-for-stock-markets-if-bjp-loses-nifty-valuations-can-crash-to-101716797834994-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
business,"Investors richer by ₹1.5 lakh crore in a day as Sensex hits 76,000","Monday, 27 May, 2024","Investors wealth rose by ₹1.5 lakh crore on Monday as the benchmark indices Sensex and Nifty hit all-time-high records. BSE Sensex rose 599 points to hit 76,000 for the first time. NSE Nifty also hit a fresh peak of 23,110. The top gainers on Sensex were Axis Bank, HDFC Bank, SBI, Infosys and others.",https://www.hindustantimes.com/business/stock-market-today-investors-earn-1-51-lakh-crore-215-stocks-hit-52-week-high-101716800057611-amp.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
business,Veranda Learning Solutions partners with Karnataka Govt,"Monday, 27 May, 2024","Shares of Veranda Learning Solutions Limited jumped 17.7% to ₹183.3, after commencing work as a Training Partner with Karnataka Skill Development Corporation (KSDC) to assist in the implementation of the Wealth Management Course, a part of the Kalike Jothege Kaushalya, a state government initiative to provide skill development and career guidance to students in government colleges.",https://tradebrains.in/features/small-cap-stock-jumps-17-after-company-partners-with-karnataka-govt/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
business,M M Forgings board to consider bonus share,"Monday, 27 May, 2024","M M Forgings Ltd shares surged 14%, reaching a 52-week high of ₹1,300, after announcing a Board Meeting on 29 May 2024 to consider Q4 and FY24 financial results, dividend declaration, and a proposal to issue bonus shares for the first time in six years. The last bonus issue was in 2018 at a 1:1 ratio.",https://tradebrains.in/features/auto-ancillary-stock-jumps-14-after-companys-board-to-consider-bonus-share/?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle
